cliente_id,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CL00905,5,199,0,0,0,1,2,0,1,0.4,0.2,155.6,0.0
CL00906,10,552,3,1,1,2,2,0,0,0.8,0.0,163.1,1.0
CL00907,10,589,1,0,0,1,5,1,2,0.6,0.1,165.9,0.0
CL00908,12,391,5,1,1,1,2,1,1,0.5833333333333334,0.25,81.08333333333333,1.0
CL00909,13,829,1,3,1,1,3,1,1,0.6153846153846154,0.23076923076923078,140.3846153846154,0.3333333333333333
CL00910,2,60,1,0,0,0,1,0,0,1.0,0.0,60.5,0.0
CL00911,14,381,4,2,1,1,5,1,0,0.9285714285714286,0.0,219.07142857142858,0.5
CL00912,10,249,5,1,0,0,2,1,1,0.9,0.0,213.8,0.0
CL00913,6,177,1,1,0,0,3,0,0,1.0,0.0,181.0,0.0
CL00914,7,368,0,2,0,1,3,0,0,0.42857142857142855,0.42857142857142855,100.0,0.0
CL00915,4,362,1,0,3,0,0,0,0,1.0,0.0,155.25,0.0
CL00916,13,993,4,1,0,0,5,0,2,0.6153846153846154,0.23076923076923078,159.30769230769232,0.0
CL00917,14,194,4,1,3,0,1,2,3,0.5714285714285714,0.21428571428571427,163.0,3.0
CL00918,7,623,2,1,0,2,0,0,2,0.42857142857142855,0.0,248.57142857142858,0.0
CL00919,10,481,5,0,1,0,2,0,1,0.8,0.1,175.4,0.0
CL00920,6,562,2,2,0,0,1,0,1,0.6666666666666666,0.16666666666666666,174.33333333333334,0.0
CL00921,14,910,5,2,1,2,3,0,1,0.7857142857142857,0.0,115.21428571428571,0.5
CL00922,3,332,2,0,1,0,0,0,0,1.0,0.0,90.0,0.0
CL00923,9,985,2,2,0,0,1,1,2,0.6666666666666666,0.1111111111111111,134.0,0.0
CL00924,3,559,2,0,0,0,0,0,1,0.6666666666666666,0.0,102.0,0.0
CL00925,5,306,3,0,0,0,2,0,0,1.0,0.0,122.8,0.0
CL00926,3,209,2,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,143.66666666666666,0.0
CL00927,7,214,0,1,0,0,3,2,1,0.5714285714285714,0.2857142857142857,173.28571428571428,0.0
CL00928,9,780,2,1,0,1,2,0,3,0.4444444444444444,0.1111111111111111,195.0,0.0
CL00929,11,193,3,1,1,0,5,0,1,0.8181818181818182,0.09090909090909091,137.72727272727272,1.0
CL00930,1,1,0,0,0,0,0,1,0,1.0,0.0,120.0,0.0
CL00931,9,296,1,3,1,1,1,2,0,0.6666666666666666,0.2222222222222222,140.33333333333334,0.3333333333333333
CL00932,5,231,2,1,1,0,0,0,1,0.6,0.2,233.4,1.0
CL00933,8,479,4,3,0,0,1,0,0,0.875,0.125,113.5,0.0
CL00934,11,1013,4,1,4,0,1,0,0,0.8181818181818182,0.18181818181818182,159.63636363636363,4.0
CL00936,2,66,1,0,0,0,1,0,0,1.0,0.0,125.0,0.0
CL00937,7,92,0,1,0,0,5,1,0,0.8571428571428571,0.14285714285714285,180.0,0.0
CL00938,18,241,9,2,1,1,2,0,2,0.7777777777777778,0.05555555555555555,154.0,0.5
CL00939,10,1074,2,4,2,0,0,0,0,0.8,0.2,128.2,0.5
CL00940,16,724,1,3,4,2,2,0,3,0.625,0.0625,136.5625,1.3333333333333333
CL00941,11,678,4,1,0,1,4,0,0,0.8181818181818182,0.09090909090909091,139.63636363636363,0.0
CL00942,13,314,5,2,2,1,2,1,0,0.6153846153846154,0.3076923076923077,126.15384615384616,1.0
CL00943,9,580,4,0,0,0,2,0,1,0.6666666666666666,0.2222222222222222,166.11111111111111,0.0
CL00944,13,1037,4,3,3,0,2,0,0,0.7692307692307693,0.23076923076923078,156.3846153846154,1.0
CL00945,12,98,2,4,2,1,2,0,1,0.6666666666666666,0.16666666666666666,141.83333333333334,0.5
CL00946,9,442,2,3,0,2,1,0,1,0.4444444444444444,0.2222222222222222,182.33333333333334,0.0
CL00947,14,930,5,1,4,0,2,1,1,0.7142857142857143,0.21428571428571427,150.92857142857142,4.0
CL00948,2,556,0,0,2,0,0,0,0,1.0,0.0,107.5,0.0
CL00949,8,96,5,2,0,0,0,1,0,1.0,0.0,86.125,0.0
CL00950,12,964,2,0,3,1,3,2,1,0.6666666666666666,0.16666666666666666,198.83333333333334,0.0
CL00951,12,394,2,3,0,1,2,1,0,0.9166666666666666,0.0,153.41666666666666,0.0
CL00952,6,514,4,0,0,0,1,0,1,0.8333333333333334,0.0,159.33333333333334,0.0
CL00953,12,689,3,1,2,1,4,0,1,0.75,0.08333333333333333,188.75,2.0
CL00954,12,904,4,2,2,0,2,1,1,0.6666666666666666,0.25,166.16666666666666,1.0
CL00955,3,7,0,1,1,0,0,0,0,1.0,0.0,99.0,1.0
CL00956,2,549,0,0,1,0,0,1,0,0.5,0.5,202.5,0.0
CL00957,12,421,3,2,2,0,2,1,2,0.75,0.08333333333333333,148.83333333333334,1.0
CL00958,22,490,3,3,2,0,8,2,3,0.7272727272727273,0.13636363636363635,161.5909090909091,0.6666666666666666
CL00959,4,73,1,1,0,0,2,0,0,0.75,0.25,88.5,0.0
CL00960,11,847,4,2,2,2,0,0,0,0.8181818181818182,0.0,136.0909090909091,1.0
CL00961,10,132,2,2,2,1,1,1,1,0.8,0.0,177.7,1.0
CL00962,14,127,5,2,3,0,1,1,2,0.8571428571428571,0.0,173.64285714285714,1.5
CL00963,12,867,5,3,1,0,2,0,1,0.8333333333333334,0.08333333333333333,144.75,0.3333333333333333
CL00964,5,81,1,0,1,0,1,1,1,0.8,0.0,156.0,0.0
CL00965,12,767,2,2,1,0,5,0,2,0.5,0.3333333333333333,150.75,0.5
CL00966,8,182,3,1,1,0,1,1,0,0.875,0.125,215.25,1.0
CL00967,2,9,0,1,0,0,1,0,0,0.5,0.5,278.5,0.0
CL00968,9,217,1,1,0,0,4,1,2,0.4444444444444444,0.3333333333333333,216.88888888888889,0.0
CL00969,11,843,5,0,3,1,1,0,1,0.6363636363636364,0.18181818181818182,160.72727272727272,0.0
CL00970,9,283,2,1,0,1,2,0,3,0.5555555555555556,0.0,169.66666666666666,0.0
CL00971,3,446,1,0,0,0,1,1,0,1.0,0.0,337.3333333333333,0.0
CL00972,12,489,5,2,1,0,2,0,1,0.8333333333333334,0.08333333333333333,139.58333333333334,0.5
CL00973,15,385,6,0,1,1,2,1,3,0.4,0.3333333333333333,136.66666666666666,0.0
CL00974,4,399,2,0,1,0,1,0,0,1.0,0.0,137.25,0.0
CL00975,3,900,1,0,1,0,1,0,0,1.0,0.0,163.66666666666666,0.0
CL00976,3,182,1,0,1,1,0,0,0,0.6666666666666666,0.0,303.3333333333333,0.0
CL00977,1,1,1,0,0,0,0,0,0,1.0,0.0,280.0,0.0
CL00978,13,537,6,1,0,1,4,0,0,0.8461538461538461,0.07692307692307693,151.53846153846155,0.0
CL00979,12,804,2,1,3,0,3,2,1,0.75,0.16666666666666666,141.58333333333334,3.0
CL00980,7,388,2,1,2,0,1,0,1,0.8571428571428571,0.0,150.14285714285714,2.0
CL00981,9,507,4,3,1,0,0,0,0,0.7777777777777778,0.2222222222222222,190.33333333333334,0.3333333333333333
CL00982,11,637,1,0,3,0,2,0,3,0.7272727272727273,0.0,223.1818181818182,0.0
CL00983,9,477,5,0,1,0,1,0,2,0.7777777777777778,0.0,151.33333333333334,0.0
CL00984,10,612,1,3,2,1,1,1,1,0.7,0.1,78.7,0.6666666666666666
CL00985,8,101,1,2,0,0,3,1,0,1.0,0.0,165.125,0.0
CL00986,17,639,8,5,1,0,1,1,1,0.7058823529411765,0.23529411764705882,116.58823529411765,0.2
CL00987,14,250,4,3,3,0,1,1,1,0.7857142857142857,0.14285714285714285,106.28571428571429,1.0
CL00988,20,482,7,3,4,0,3,1,2,0.85,0.05,179.3,1.3333333333333333
CL00989,9,505,3,0,1,0,3,0,2,0.7777777777777778,0.0,177.66666666666666,0.0
CL00990,9,132,3,2,2,0,1,0,0,1.0,0.0,101.88888888888889,1.0
CL00991,9,905,2,0,1,0,5,0,1,0.7777777777777778,0.1111111111111111,195.77777777777777,0.0
CL00992,12,616,6,1,2,0,2,0,1,0.75,0.16666666666666666,177.5,2.0
CL00993,1,1,0,0,0,1,0,0,0,0.0,0.0,154.0,0.0
CL00994,14,340,1,1,2,0,7,1,0,0.8571428571428571,0.14285714285714285,123.71428571428571,2.0
CL00995,15,425,6,3,2,0,4,0,0,0.8666666666666667,0.13333333333333333,179.66666666666666,0.6666666666666666
CL00996,3,172,0,1,1,0,1,0,0,1.0,0.0,373.0,1.0
CL00997,2,363,1,0,0,0,1,0,0,1.0,0.0,39.0,0.0
CL00998,1,1,0,0,0,1,0,0,0,0.0,0.0,102.0,0.0
CL00999,5,74,1,2,2,0,0,0,0,1.0,0.0,107.8,1.0
CL01000,25,308,7,3,3,1,4,1,6,0.68,0.04,144.36,1.0
CL01001,12,258,3,1,2,2,3,0,0,0.6666666666666666,0.16666666666666666,112.83333333333333,2.0
CL01002,9,232,2,1,2,1,1,1,1,0.7777777777777778,0.0,190.44444444444446,2.0
CL01003,15,168,4,3,1,1,5,0,0,0.8,0.13333333333333333,154.73333333333332,0.3333333333333333
CL01004,7,154,2,0,0,0,5,0,0,0.5714285714285714,0.42857142857142855,138.28571428571428,0.0
CL01005,10,935,1,1,1,1,3,2,1,0.8,0.0,169.2,1.0
CL01006,13,674,3,0,5,2,2,0,1,0.7692307692307693,0.0,205.53846153846155,0.0
CL01007,19,951,8,2,2,0,2,0,4,0.6842105263157895,0.10526315789473684,149.57894736842104,1.0
CL01008,3,292,2,0,1,0,0,0,0,1.0,0.0,117.0,0.0
CL01009,10,465,2,1,1,0,2,1,3,0.6,0.1,217.3,1.0
CL01010,5,424,2,0,1,0,2,0,0,0.8,0.2,140.2,0.0
CL01011,1,1,0,0,1,0,0,0,0,0.0,1.0,51.0,0.0
CL01012,8,283,2,1,0,0,2,1,0,0.75,0.25,131.0,0.0
CL01013,17,437,4,3,0,1,7,0,2,0.6470588235294118,0.17647058823529413,211.41176470588235,0.0
CL01014,7,779,1,0,3,0,2,0,1,0.8571428571428571,0.0,114.71428571428571,0.0
CL01015,19,404,7,3,1,1,5,0,2,0.7368421052631579,0.10526315789473684,154.94736842105263,0.3333333333333333
CL01016,8,328,1,2,1,0,3,0,1,0.5,0.375,144.625,0.5
CL01017,7,376,3,0,0,0,3,1,0,1.0,0.0,174.28571428571428,0.0
CL01018,4,496,1,1,0,0,1,0,1,0.75,0.0,121.0,0.0
CL01019,18,673,4,2,4,0,4,2,2,0.7777777777777778,0.1111111111111111,135.33333333333334,2.0
CL01020,11,446,1,4,1,0,3,1,1,0.7272727272727273,0.18181818181818182,177.0,0.25
CL01021,9,181,3,0,1,0,3,0,1,0.8888888888888888,0.0,164.66666666666666,0.0
CL01022,10,794,4,2,1,1,2,0,0,0.5,0.4,154.6,0.5
CL01023,6,634,2,0,1,0,3,0,0,1.0,0.0,133.66666666666666,0.0
CL01024,9,824,2,0,0,0,6,0,1,0.7777777777777778,0.1111111111111111,139.55555555555554,0.0
CL01025,13,231,1,4,3,0,4,0,0,1.0,0.0,180.92307692307693,0.75
CL01026,11,795,1,1,1,0,6,1,1,0.7272727272727273,0.18181818181818182,173.45454545454547,1.0
CL01027,2,495,0,0,0,0,1,0,1,0.5,0.0,132.0,0.0
CL01028,6,539,0,2,1,1,1,1,0,0.6666666666666666,0.16666666666666666,223.66666666666666,0.5
CL01029,7,532,3,2,0,2,0,0,0,0.7142857142857143,0.0,102.42857142857143,0.0
CL01030,14,319,3,2,1,2,3,1,2,0.7142857142857143,0.0,149.71428571428572,0.5
CL01031,8,415,3,1,1,0,2,0,1,0.875,0.0,169.125,1.0
CL01032,13,634,3,2,4,1,2,1,0,0.8461538461538461,0.07692307692307693,172.23076923076923,2.0
CL01033,12,722,6,0,3,0,2,0,1,0.8333333333333334,0.08333333333333333,171.58333333333334,0.0
CL01034,5,733,1,1,1,0,1,1,0,0.6,0.4,132.0,1.0
CL01035,9,529,1,2,1,0,1,1,2,0.5555555555555556,0.2222222222222222,102.33333333333333,0.5
CL01036,9,722,3,1,0,0,3,0,2,0.7777777777777778,0.0,186.66666666666666,0.0
CL01037,6,752,1,1,0,0,2,1,0,0.8333333333333334,0.16666666666666666,145.83333333333334,0.0
CL01038,15,1014,6,3,1,0,3,1,1,0.8666666666666667,0.06666666666666667,146.66666666666666,0.3333333333333333
CL01039,5,433,0,1,1,0,1,0,0,0.8,0.2,231.8,1.0
CL01040,4,123,0,1,0,0,1,0,0,0.75,0.25,100.0,0.0
CL01041,3,230,2,0,0,0,0,1,0,1.0,0.0,216.66666666666666,0.0
CL01042,4,810,0,0,0,1,2,0,0,0.75,0.0,184.0,0.0
CL01043,16,755,7,0,3,0,2,2,1,0.875,0.0625,138.75,0.0
CL01044,9,579,1,2,1,1,4,0,0,0.7777777777777778,0.1111111111111111,171.66666666666666,0.5
CL01045,12,862,2,1,1,1,4,0,2,0.5,0.25,136.66666666666666,1.0
CL01046,9,923,4,1,2,0,1,0,0,0.7777777777777778,0.2222222222222222,264.22222222222223,2.0
CL01047,6,622,1,0,2,0,2,1,0,0.8333333333333334,0.16666666666666666,154.66666666666666,0.0
CL01048,12,148,4,1,3,0,4,0,0,0.9166666666666666,0.08333333333333333,126.08333333333333,3.0
CL01049,2,246,0,1,0,0,1,0,0,1.0,0.0,138.5,0.0
CL01050,7,437,0,1,3,1,1,1,0,0.8571428571428571,0.0,122.28571428571429,3.0
CL01051,11,961,4,1,1,1,2,0,2,0.5454545454545454,0.18181818181818182,187.45454545454547,1.0
CL01052,6,322,1,0,2,0,2,0,1,0.8333333333333334,0.0,134.5,0.0
CL01053,8,210,0,2,3,0,1,0,2,0.5,0.25,213.125,1.5
CL01054,10,166,4,2,0,1,3,0,0,0.7,0.2,189.1,0.0
CL01055,8,610,2,1,1,0,0,0,3,0.625,0.0,108.25,1.0
CL01056,12,792,2,2,1,0,2,1,3,0.6666666666666666,0.08333333333333333,147.33333333333334,0.5
CL01057,7,744,3,1,1,2,0,0,0,0.5714285714285714,0.14285714285714285,176.71428571428572,1.0
CL01058,7,961,3,1,1,0,2,0,0,0.7142857142857143,0.2857142857142857,112.14285714285714,1.0
CL01059,8,569,4,0,1,0,2,1,0,0.75,0.25,144.75,0.0
CL01060,4,232,0,0,1,1,1,0,1,0.5,0.0,184.75,0.0
CL01061,13,355,0,1,2,1,3,3,0,0.7692307692307693,0.15384615384615385,135.6153846153846,2.0
CL01062,7,273,0,2,1,0,3,0,0,0.7142857142857143,0.2857142857142857,170.42857142857142,0.5
CL01063,11,397,3,2,1,0,3,0,1,0.2727272727272727,0.6363636363636364,126.27272727272727,0.5
CL01064,10,586,4,1,0,1,2,0,2,0.6,0.1,217.7,0.0
CL01065,7,585,3,0,1,0,2,0,1,0.8571428571428571,0.0,161.14285714285714,0.0
CL01066,8,322,3,0,0,0,3,0,2,0.625,0.125,228.875,0.0
CL01067,10,819,4,1,2,0,1,1,0,0.8,0.2,203.8,2.0
CL01068,1,1,0,0,0,0,1,0,0,1.0,0.0,111.0,0.0
CL01069,4,151,2,1,0,0,0,0,1,0.75,0.0,132.0,0.0
CL01070,19,723,6,2,1,1,3,2,3,0.7368421052631579,0.05263157894736842,188.0,0.5
CL01071,7,339,4,0,0,0,2,0,1,0.7142857142857143,0.14285714285714285,122.85714285714286,0.0
CL01072,8,820,3,0,0,0,4,1,0,1.0,0.0,129.125,0.0
CL01073,15,404,4,3,5,0,1,0,2,0.8,0.06666666666666667,185.6,1.6666666666666667
CL01074,3,403,1,0,1,0,1,0,0,0.6666666666666666,0.3333333333333333,163.66666666666666,0.0
CL01075,10,874,1,0,4,0,5,0,0,1.0,0.0,130.7,0.0
CL01076,4,504,2,0,0,1,1,0,0,0.5,0.25,249.0,0.0
CL01077,3,778,0,2,0,0,0,0,1,0.3333333333333333,0.3333333333333333,72.66666666666667,0.0
CL01078,13,490,2,0,2,1,3,1,3,0.6923076923076923,0.0,142.69230769230768,0.0
CL01079,3,543,1,0,1,0,1,0,0,0.6666666666666666,0.3333333333333333,144.66666666666666,0.0
CL01080,8,178,2,1,1,0,3,1,0,0.75,0.25,130.375,1.0
CL01081,4,670,2,1,0,0,1,0,0,1.0,0.0,101.25,0.0
CL01082,11,731,3,2,4,0,1,0,1,0.9090909090909091,0.0,132.72727272727272,2.0
CL01083,12,664,4,1,1,2,1,1,2,0.6666666666666666,0.0,140.5,1.0
CL01084,16,711,4,2,1,0,5,0,4,0.625,0.125,177.5625,0.5
CL01085,7,226,4,1,1,0,1,0,0,0.5714285714285714,0.42857142857142855,141.71428571428572,1.0
CL01086,13,985,6,1,3,0,1,1,1,0.7692307692307693,0.15384615384615385,136.53846153846155,3.0
CL01087,17,1090,4,2,3,1,4,0,1,0.5294117647058824,0.35294117647058826,125.58823529411765,1.5
CL01088,5,267,1,0,2,0,1,0,1,0.8,0.0,138.6,0.0
CL01089,12,629,1,3,2,0,3,2,0,0.9166666666666666,0.08333333333333333,168.41666666666666,0.6666666666666666
CL01090,3,70,0,0,0,0,2,0,1,0.6666666666666666,0.0,199.66666666666666,0.0
CL01091,6,323,3,0,2,0,0,0,0,1.0,0.0,80.33333333333333,0.0
CL01092,4,1092,2,0,1,0,1,0,0,1.0,0.0,136.5,0.0
CL01093,4,169,1,0,0,0,2,1,0,0.75,0.25,171.75,0.0
CL01094,3,59,1,0,0,2,0,0,0,0.3333333333333333,0.0,171.66666666666666,0.0
CL01095,16,1128,6,1,2,0,6,0,0,0.875,0.125,116.6875,2.0
CL01096,13,854,4,1,1,0,4,1,1,0.6923076923076923,0.23076923076923078,191.53846153846155,1.0
CL01097,10,441,3,3,0,2,1,0,0,0.6,0.2,93.9,0.0
CL01098,6,70,1,2,1,0,1,1,0,0.8333333333333334,0.16666666666666666,161.66666666666666,0.5
CL01099,15,164,5,4,2,0,2,1,1,0.6,0.3333333333333333,144.0,0.5
CL01100,16,326,5,2,1,0,5,1,1,0.9375,0.0,201.9375,0.5
CL01101,13,657,8,2,0,0,2,0,0,0.8461538461538461,0.15384615384615385,145.92307692307693,0.0
CL01102,9,63,1,2,1,1,2,0,2,0.6666666666666666,0.0,175.55555555555554,0.5
CL01103,9,233,4,1,1,0,2,0,1,0.7777777777777778,0.1111111111111111,181.0,1.0
CL01104,6,603,2,1,1,0,1,0,0,0.8333333333333334,0.16666666666666666,168.83333333333334,1.0
CL01105,6,147,1,0,0,1,2,1,0,0.8333333333333334,0.0,116.33333333333333,0.0
CL01106,10,186,2,1,2,1,2,1,0,0.8,0.1,210.1,2.0
CL01107,6,235,1,0,1,0,1,1,2,0.5,0.16666666666666666,120.16666666666667,0.0
CL01108,9,786,2,2,1,0,2,0,0,1.0,0.0,131.77777777777777,0.5
CL01109,13,1048,7,1,0,1,4,0,0,0.8461538461538461,0.07692307692307693,121.15384615384616,0.0
CL01110,3,135,0,0,1,0,0,1,0,1.0,0.0,266.0,0.0
CL01111,12,235,2,1,1,0,6,1,0,0.75,0.25,167.25,1.0
CL01112,15,208,7,4,1,1,1,1,0,0.8,0.13333333333333333,161.2,0.25
CL01113,11,425,2,1,2,1,4,1,0,0.8181818181818182,0.09090909090909091,185.27272727272728,2.0
CL01114,5,59,2,0,0,0,2,0,1,0.6,0.2,160.2,0.0
CL01115,7,831,5,1,0,0,0,1,0,1.0,0.0,145.85714285714286,0.0
CL01116,14,594,3,3,1,1,4,1,1,0.7142857142857143,0.14285714285714285,166.35714285714286,0.3333333333333333
CL01117,9,498,2,1,1,0,2,0,2,0.6666666666666666,0.1111111111111111,174.33333333333334,1.0
CL01118,10,944,6,1,0,1,1,1,0,0.8,0.1,216.2,0.0
CL01119,11,234,6,1,1,0,2,0,0,0.8181818181818182,0.18181818181818182,213.9090909090909,1.0
CL01120,7,804,2,1,2,0,2,0,0,1.0,0.0,255.42857142857142,2.0
CL01121,13,809,5,2,2,0,1,1,2,0.8461538461538461,0.0,88.38461538461539,1.0
CL01122,9,693,2,0,0,1,4,1,1,0.7777777777777778,0.0,148.11111111111111,0.0
CL01123,8,506,3,1,1,0,3,0,0,1.0,0.0,145.875,1.0
CL01124,13,912,2,2,2,3,3,0,1,0.38461538461538464,0.3076923076923077,152.30769230769232,1.0
CL01125,10,888,3,3,1,0,1,0,0,0.7,0.3,203.4,0.3333333333333333
CL01126,4,270,0,1,1,1,0,1,0,0.75,0.0,166.75,1.0
CL01127,15,320,5,2,1,0,4,0,2,0.6666666666666666,0.2,141.26666666666668,0.5
CL01128,8,500,3,1,2,1,1,0,0,0.875,0.0,194.75,2.0
CL01129,5,246,0,1,0,1,1,1,0,0.6,0.2,68.8,0.0
CL01130,14,1128,4,3,3,1,2,0,0,0.8571428571428571,0.07142857142857142,193.35714285714286,1.0
CL01131,1,1,0,0,0,0,0,0,0,1.0,0.0,199.0,0.0
CL01132,7,491,1,0,1,0,3,0,1,0.7142857142857143,0.14285714285714285,110.71428571428571,0.0
CL01133,5,209,0,2,1,0,2,0,0,1.0,0.0,183.0,0.5
CL01134,8,450,3,0,3,0,1,1,0,0.75,0.25,194.0,0.0
CL01135,10,571,2,1,2,3,2,0,0,0.7,0.0,186.5,2.0
CL01136,13,654,3,1,1,0,7,1,0,0.9230769230769231,0.07692307692307693,198.76923076923077,1.0
CL01137,13,852,5,0,3,0,4,0,0,0.8461538461538461,0.15384615384615385,149.07692307692307,0.0
CL01138,11,105,3,3,2,0,3,0,0,0.9090909090909091,0.09090909090909091,131.36363636363637,0.6666666666666666
CL01139,13,492,5,2,0,0,3,0,3,0.6923076923076923,0.07692307692307693,144.3846153846154,0.0
CL01140,13,972,4,0,5,1,0,1,1,0.7692307692307693,0.07692307692307693,207.6153846153846,0.0
CL01141,14,741,4,2,2,0,5,0,1,0.6428571428571429,0.2857142857142857,188.5,1.0
CL01142,16,1062,4,4,2,1,1,2,1,0.6875,0.1875,138.125,0.5
CL01143,10,750,4,2,1,0,2,1,0,0.9,0.1,158.1,0.5
CL01144,10,364,4,3,1,0,1,1,0,0.9,0.1,182.3,0.3333333333333333
CL01145,14,1021,2,0,6,2,2,0,0,0.7142857142857143,0.14285714285714285,207.0,0.0
CL01146,5,851,2,0,1,1,0,1,0,0.8,0.0,239.4,0.0
CL01147,3,139,1,1,0,0,1,0,0,1.0,0.0,100.66666666666667,0.0
CL01148,10,595,4,1,0,1,2,1,1,0.6,0.2,189.6,0.0
CL01149,2,6,1,0,0,0,0,0,0,0.5,0.5,121.0,0.0
CL01150,10,1100,1,2,2,1,1,2,1,0.7,0.1,122.3,1.0
CL01151,5,59,1,1,0,0,3,0,0,1.0,0.0,349.8,0.0
CL01152,7,229,2,1,1,1,2,0,0,0.8571428571428571,0.0,129.85714285714286,1.0
CL01153,8,989,2,1,0,1,1,0,1,0.5,0.25,175.375,0.0
CL01154,2,39,1,0,0,0,1,0,0,1.0,0.0,139.5,0.0
CL01155,19,327,5,2,1,0,7,2,2,0.7894736842105263,0.10526315789473684,128.31578947368422,0.5
CL01156,15,818,7,0,1,0,5,1,1,0.7333333333333333,0.2,142.06666666666666,0.0
CL01157,4,287,1,0,1,1,0,1,0,0.5,0.25,220.0,0.0
CL01158,12,260,3,4,0,0,2,1,1,0.75,0.16666666666666666,178.91666666666666,0.0
CL01159,20,1057,8,1,3,0,5,0,2,0.8,0.1,149.0,3.0
CL01160,2,337,0,0,0,0,1,0,0,1.0,0.0,214.0,0.0
CL01161,11,340,5,1,1,0,2,0,1,0.6363636363636364,0.2727272727272727,138.0909090909091,1.0
CL01162,6,480,3,0,0,0,2,0,1,0.8333333333333334,0.0,113.5,0.0
CL01163,6,262,3,0,0,1,1,1,0,0.6666666666666666,0.16666666666666666,154.33333333333334,0.0
CL01164,4,544,0,0,3,0,0,1,0,1.0,0.0,104.5,0.0
CL01165,15,647,5,0,2,0,3,2,3,0.7333333333333333,0.06666666666666667,191.13333333333333,0.0
CL01166,10,708,8,1,0,0,0,1,0,0.7,0.3,191.5,0.0
CL01167,1,1,1,0,0,0,0,0,0,1.0,0.0,82.0,0.0
CL01168,8,355,1,2,0,1,1,2,1,0.75,0.0,152.0,0.0
CL01169,12,866,3,3,0,1,3,0,0,0.9166666666666666,0.0,150.58333333333334,0.0
CL01170,7,838,2,2,2,0,1,0,0,0.7142857142857143,0.2857142857142857,181.57142857142858,1.0
CL01171,7,207,1,1,1,1,1,0,0,0.8571428571428571,0.0,93.42857142857143,1.0
CL01172,11,522,3,2,0,0,3,0,2,0.6363636363636364,0.18181818181818182,117.81818181818181,0.0
CL01173,8,180,0,2,0,1,2,2,0,0.875,0.0,131.5,0.0
CL01174,11,1104,2,1,3,1,3,1,0,0.8181818181818182,0.09090909090909091,144.72727272727272,3.0
CL01175,22,517,4,4,4,0,5,2,2,0.8181818181818182,0.09090909090909091,190.86363636363637,1.0
CL01176,3,161,1,1,1,0,0,0,0,0.0,1.0,238.33333333333334,1.0
CL01177,9,441,3,0,1,0,3,0,2,0.5555555555555556,0.2222222222222222,227.66666666666666,0.0
CL01178,14,764,5,2,1,1,5,0,0,0.7142857142857143,0.21428571428571427,145.85714285714286,0.5
CL01179,5,115,1,0,1,0,2,1,0,0.8,0.2,110.6,0.0
CL01180,15,975,4,2,0,3,4,2,0,0.6666666666666666,0.13333333333333333,157.46666666666667,0.0
CL01181,12,818,2,0,2,1,5,0,1,0.75,0.08333333333333333,220.33333333333334,0.0
CL01182,8,146,2,1,1,0,1,1,1,0.625,0.25,140.75,1.0
CL01183,15,599,7,1,2,0,4,0,1,0.8,0.13333333333333333,107.73333333333333,2.0
CL01184,14,652,6,4,2,0,2,0,0,0.7857142857142857,0.21428571428571427,199.21428571428572,0.5
CL01185,12,386,3,1,4,0,3,0,1,0.6666666666666666,0.25,169.5,4.0
CL01186,4,167,0,1,0,0,2,0,1,0.5,0.25,165.0,0.0
CL01187,19,849,8,3,3,0,2,1,2,0.8421052631578947,0.05263157894736842,145.78947368421052,1.0
CL01188,19,846,4,1,4,0,3,1,1,0.7368421052631579,0.21052631578947367,155.8421052631579,4.0
CL01189,10,456,5,2,1,0,1,0,1,0.9,0.0,178.8,0.5
CL01190,21,1108,6,4,4,1,2,1,1,0.7619047619047619,0.14285714285714285,154.95238095238096,1.0
CL01191,9,734,3,1,0,1,3,0,0,0.7777777777777778,0.1111111111111111,157.44444444444446,0.0
CL01192,8,492,3,2,1,1,1,0,0,0.625,0.25,87.125,0.5
CL01193,10,647,2,3,1,0,1,0,2,0.7,0.1,211.2,0.3333333333333333
CL01194,3,86,0,0,1,0,1,0,0,1.0,0.0,124.33333333333333,0.0
CL01195,7,424,2,1,1,1,0,0,2,0.42857142857142855,0.14285714285714285,202.57142857142858,1.0
CL01196,2,231,1,0,0,0,1,0,0,1.0,0.0,237.5,0.0
CL01197,4,128,3,1,0,0,0,0,0,1.0,0.0,124.75,0.0
CL01198,4,692,1,0,2,1,0,0,0,0.75,0.0,212.5,0.0
CL01199,12,274,5,3,1,0,1,1,0,0.6666666666666666,0.3333333333333333,180.66666666666666,0.3333333333333333
CL01200,11,397,4,2,1,0,3,1,0,0.8181818181818182,0.18181818181818182,159.27272727272728,0.5
CL01201,3,772,1,0,1,0,0,0,0,0.3333333333333333,0.6666666666666666,190.33333333333334,0.0
CL01202,12,137,4,1,2,1,2,1,1,0.75,0.08333333333333333,142.66666666666666,2.0
CL01203,8,690,1,4,1,0,2,0,0,1.0,0.0,180.125,0.25
CL01204,8,172,3,0,0,0,3,0,2,0.75,0.0,176.625,0.0
CL01205,9,864,2,1,2,2,0,0,1,0.6666666666666666,0.0,174.22222222222223,2.0
CL01206,4,629,0,1,1,0,0,0,1,0.5,0.25,255.5,1.0
