credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR001103,CL01006,2025-11-12,Crédito consumo digital,3550000,3,0.025,1243000,App,827,0.3482,Automática,Finalizado,0,0,0,1.0,0,40,F,2,Universitario,Independiente,3570000.0,532.0,App orgánico,True,4,Android,0,0,13,674,3,0,5,2,2,0,1,0.7692307692307693,0.0,205.53846153846155,0.0
CR001104,CL01006,2024-04-20,Microcrédito,7450000,6,0.0359,1402000,Aliado,787,0.3927,Manual,Mora moderada,0,0,30,0.5,3,40,F,2,Universitario,Independiente,3570000.0,532.0,App orgánico,True,4,Android,0,0,13,674,3,0,5,2,2,0,1,0.7692307692307693,0.0,205.53846153846155,0.0
CR001105,CL01007,2024-10-05,Crédito consumo digital,800000,9,0.0231,99000,Web,794,0.0471,Automática,Finalizado,0,0,0,1.0,0,45,F,4,Universitario,Empleado,2100000.0,585.0,Campaña digital,True,0,Android,0,0,19,951,8,2,2,0,2,0,4,0.6842105263157895,0.10526315789473684,149.57894736842104,1.0
CR001106,CL01007,2025-08-01,Crédito consumo digital,1150000,12,0.0336,118000,Call center,851,0.0562,Automática,Mora moderada,0,1,48,0.8333333333333334,1,45,F,4,Universitario,Empleado,2100000.0,585.0,Campaña digital,True,0,Android,0,0,19,951,8,2,2,0,2,0,4,0.6842105263157895,0.10526315789473684,149.57894736842104,1.0
CR001107,CL01009,2025-05-18,Crédito libre inversión,2700000,9,0.0277,343000,App,786,0.1916,Automática,Finalizado,0,0,24,0.8333333333333334,1,46,F,4,Bachiller,Conductor/Repartidor,1790000.0,634.0,Campaña digital,True,2,Android,0,0,10,465,2,1,1,0,2,1,3,0.6,0.1,217.3,1.0
CR001108,CL01010,2025-10-19,Avance de nómina,500000,6,0.0272,91000,Aliado,784,0.0548,Automática,Mora severa,0,1,87,0.6666666666666666,2,31,M,1,Técnico/Tecnólogo,Empleado,1660000.0,488.0,Campaña digital,True,1,iOS,0,0,5,424,2,0,1,0,2,0,0,0.8,0.2,140.2,0.0
CR001110,CL01013,2026-01-18,Crédito libre inversión,6750000,12,0.0175,629000,App,863,0.2132,Automática,Activo,0,0,0,1.0,0,57,F,3,Universitario,Independiente,2950000.0,634.0,Campaña digital,False,2,Web,0,0,17,437,4,3,0,1,7,0,2,0.6470588235294118,0.17647058823529413,211.41176470588235,0.0
CR001112,CL01013,2025-09-18,Crédito libre inversión,6150000,6,0.0231,1110000,App,836,0.3763,Manual,Finalizado,0,0,0,1.0,0,57,F,3,Universitario,Independiente,2950000.0,634.0,Campaña digital,False,2,Web,0,0,17,437,4,3,0,1,7,0,2,0.6470588235294118,0.17647058823529413,211.41176470588235,0.0
CR001113,CL01014,2023-07-18,Crédito consumo digital,1050000,12,0.0365,110000,App,783,0.0775,Automática,Mora severa,0,1,66,0.8333333333333334,1,29,M,1,Bachiller,Independiente,1420000.0,500.0,Referido,False,0,iOS,0,0,7,779,1,0,3,0,2,0,1,0.8571428571428571,0.0,114.71428571428571,0.0
CR001114,CL01015,2025-07-27,Crédito libre inversión,2700000,6,0.0281,495000,Web,571,0.7984,Excepción,Mora moderada,0,1,56,0.16666666666666666,5,53,F,3,Universitario,Desempleado,620000.0,538.0,Campaña digital,False,0,Android,0,0,19,404,7,3,1,1,5,0,2,0.7368421052631579,0.10526315789473684,154.94736842105263,0.3333333333333333
CR001115,CL01015,2025-07-14,Crédito libre inversión,1950000,9,0.018,237000,App,585,0.3823,Manual,Mora severa,0,1,104,0.16666666666666666,5,53,F,3,Universitario,Desempleado,620000.0,538.0,Campaña digital,False,0,Android,0,0,19,404,7,3,1,1,5,0,2,0.7368421052631579,0.10526315789473684,154.94736842105263,0.3333333333333333
CR001116,CL01016,2025-09-06,Crédito libre inversión,3250000,12,0.0182,304000,Web,900,0.0498,Automática,Activo,0,0,0,1.0,0,38,F,4,Universitario,Empleado,6110000.0,711.0,Campaña digital,True,0,iOS,0,0,8,328,1,2,1,0,3,0,1,0.5,0.375,144.625,0.5
CR001117,CL01017,2024-09-16,Crédito libre inversión,2600000,6,0.0178,461000,App,742,0.2058,Automática,Mora moderada,0,1,50,0.5,3,29,M,1,Universitario,Conductor/Repartidor,2240000.0,436.0,Campaña digital,False,2,iOS,0,0,7,376,3,0,0,0,3,1,0,1.0,0.0,174.28571428571428,0.0
CR001118,CL01018,2024-08-11,Crédito consumo digital,750000,12,0.0255,73000,Aliado,868,0.0315,Automática,Finalizado,0,0,0,1.0,0,82,F,2,Bachiller,Empleado,2320000.0,719.0,App orgánico,False,0,Android,0,1,4,496,1,1,0,0,1,0,1,0.75,0.0,121.0,0.0
CR001119,CL01019,2024-08-22,Microcrédito,4500000,24,0.0274,258000,App,817,0.1004,Automática,Mora severa,0,0,8,0.8333333333333334,1,33,M,2,Bachiller,Empleado,2950000.0,547.0,App orgánico,True,2,Android,0,0,18,673,4,2,4,0,4,2,2,0.7777777777777778,0.1111111111111111,135.33333333333334,2.0
CR001120,CL01019,2025-11-09,Avance de nómina,500000,6,0.0279,92000,App,779,0.0358,Automática,Activo,0,0,21,0.6666666666666666,1,33,M,2,Bachiller,Empleado,2950000.0,547.0,App orgánico,True,2,Android,0,0,18,673,4,2,4,0,4,2,2,0.7777777777777778,0.1111111111111111,135.33333333333334,2.0
CR001121,CL01020,2026-01-04,Crédito consumo digital,1300000,12,0.0342,134000,Aliado,853,0.0381,Automática,Activo,0,0,0,1.0,0,40,M,4,Sin información,Empleado,3520000.0,592.0,App orgánico,False,2,Android,0,0,11,446,1,4,1,0,3,1,1,0.7272727272727273,0.18181818181818182,177.0,0.25
CR001122,CL01021,2025-12-02,Crédito libre inversión,6450000,18,0.026,453000,Aliado,840,0.2004,Automática,Activo,0,0,26,0.6,1,41,M,2,Bachiller,Independiente,2260000.0,504.0,Campaña digital,True,2,Android,0,0,9,181,3,0,1,0,3,0,1,0.8888888888888888,0.0,164.66666666666666,0.0
CR001123,CL01022,2025-01-29,Crédito consumo digital,2250000,6,0.0336,420000,App,900,0.0959,Automática,Finalizado,0,0,0,1.0,0,30,F,3,Sin información,Microempresario,4380000.0,747.0,Aliado comercial,False,3,Android,0,0,10,794,4,2,1,1,2,0,0,0.5,0.4,154.6,0.5
CR001124,CL01025,2025-12-01,Crédito libre inversión,5700000,6,0.0321,1059000,Call center,900,0.2179,Automática,Activo,0,0,5,0.8,1,53,M,5,Técnico/Tecnólogo,Microempresario,4860000.0,675.0,Campaña digital,True,1,Android,0,0,13,231,1,4,3,0,4,0,0,1.0,0.0,180.92307692307693,0.75
CR001125,CL01026,2024-09-18,Crédito consumo digital,4750000,6,0.03,877000,App,900,0.1491,Automática,Finalizado,0,0,0,1.0,0,40,M,4,Técnico/Tecnólogo,Independiente,5880000.0,766.0,Referido,False,1,Web,0,0,11,795,1,1,1,0,6,1,1,0.7272727272727273,0.18181818181818182,173.45454545454547,1.0
CR001126,CL01028,2025-01-27,Crédito libre inversión,1900000,9,0.0196,232000,App,799,0.1536,Automática,Finalizado,0,0,0,1.0,0,37,M,1,Universitario,Empleado,1510000.0,591.0,Campaña digital,True,3,Android,0,0,6,539,0,2,1,1,1,1,0,0.6666666666666666,0.16666666666666666,223.66666666666666,0.5
CR001127,CL01029,2025-06-08,Crédito libre inversión,7550000,6,0.0272,1381000,Web,725,0.4384,Manual,Finalizado,0,0,5,0.6666666666666666,2,42,M,3,Bachiller,Microempresario,3150000.0,577.0,Call center,False,0,Web,0,0,7,532,3,2,0,2,0,0,0,0.7142857142857143,0.0,102.42857142857143,0.0
CR001128,CL01030,2025-07-13,Crédito consumo digital,600000,6,0.0267,110000,Aliado,756,0.0759,Automática,Finalizado,0,0,11,0.8333333333333334,1,26,F,3,Técnico/Tecnólogo,Independiente,1450000.0,550.0,Campaña digital,True,2,Web,0,0,14,319,3,2,1,2,3,1,2,0.7142857142857143,0.0,149.71428571428572,0.5
CR001129,CL01031,2025-11-24,Crédito consumo digital,1750000,6,0.0258,319000,App,802,0.1208,Automática,Activo,0,0,26,0.8,1,33,F,3,Técnico/Tecnólogo,Comerciante,2640000.0,516.0,Call center,False,4,Android,0,0,8,415,3,1,1,0,2,0,1,0.875,0.0,169.125,1.0
CR001130,CL01032,2024-10-10,Crédito libre inversión,8000000,24,0.0252,448000,App,862,0.1082,Automática,Mora severa,0,0,7,0.6666666666666666,2,19,M,3,Bachiller,Conductor/Repartidor,4140000.0,557.0,Campaña digital,False,4,Android,0,0,13,634,3,2,4,1,2,1,0,0.8461538461538461,0.07692307692307693,172.23076923076923,2.0
CR001131,CL01032,2025-11-11,Microcrédito,2800000,12,0.0438,305000,Web,900,0.0737,Automática,Activo,0,0,17,0.5,2,19,M,3,Bachiller,Conductor/Repartidor,4140000.0,557.0,Campaña digital,False,4,Android,0,0,13,634,3,2,4,1,2,1,0,0.8461538461538461,0.07692307692307693,172.23076923076923,2.0
CR001132,CL01033,2024-11-18,Microcrédito,1450000,12,0.0258,142000,Aliado,692,0.1203,Automática,Mora severa,0,1,92,0.3333333333333333,4,40,F,1,Bachiller,Conductor/Repartidor,1180000.0,383.0,Call center,False,0,Android,0,0,12,722,6,0,3,0,2,0,1,0.8333333333333334,0.08333333333333333,171.58333333333334,0.0
CR001133,CL01033,2025-11-21,Avance de nómina,400000,6,0.0237,72000,Aliado,661,0.061,Automática,Activo,0,0,21,0.2,4,40,F,1,Bachiller,Conductor/Repartidor,1180000.0,383.0,Call center,False,0,Android,0,0,12,722,6,0,3,0,2,0,1,0.8333333333333334,0.08333333333333333,171.58333333333334,0.0
CR001134,CL01035,2025-07-22,Crédito consumo digital,600000,9,0.0259,76000,Web,785,0.0455,Automática,Finalizado,0,0,0,1.0,0,31,M,2,Bachiller,Pensionado,1670000.0,543.0,Aliado comercial,False,1,Android,0,0,9,529,1,2,1,0,1,1,2,0.5555555555555556,0.2222222222222222,102.33333333333333,0.5
CR001135,CL01036,2025-02-25,Crédito libre inversión,2150000,6,0.0321,400000,App,695,0.5714,Excepción,Mora moderada,0,1,43,0.16666666666666666,5,52,M,4,Universitario,Desempleado,700000.0,562.0,App orgánico,False,0,Android,0,0,9,722,3,1,0,0,3,0,2,0.7777777777777778,0.0,186.66666666666666,0.0
CR001136,CL01037,2026-01-10,Crédito libre inversión,1900000,9,0.0285,242000,App,788,0.1551,Automática,Activo,0,0,4,0.5,1,24,F,2,Posgrado,Comerciante,1560000.0,601.0,App orgánico,True,2,Android,0,0,6,752,1,1,0,0,2,1,0,0.8333333333333334,0.16666666666666666,145.83333333333334,0.0
CR001137,CL01038,2024-05-10,Crédito consumo digital,750000,6,0.0208,134000,Web,729,0.2,Automática,Mora severa,0,1,66,0.0,6,21,F,1,Universitario,Estudiante,670000.0,395.0,App orgánico,False,3,iOS,0,0,15,1014,6,3,1,0,3,1,1,0.8666666666666667,0.06666666666666667,146.66666666666666,0.3333333333333333
CR001138,CL01040,2026-02-01,Crédito libre inversión,4700000,6,0.021,842000,Call center,881,0.2934,Automática,Activo,0,0,0,0.6666666666666666,0,46,M,4,Técnico/Tecnólogo,Empleado,2870000.0,717.0,Referido,False,1,iOS,0,0,4,123,0,1,0,0,1,0,0,0.75,0.25,100.0,0.0
CR001139,CL01041,2025-04-16,Crédito libre inversión,4300000,12,0.0295,431000,App,849,0.189,Automática,Finalizado,0,0,0,1.0,0,53,F,1,Universitario,Empleado,2280000.0,616.0,Referido,False,1,Android,0,0,3,230,2,0,0,0,0,1,0,1.0,0.0,216.66666666666666,0.0
CR001140,CL01043,2024-10-30,Crédito libre inversión,1700000,24,0.0295,100000,App,886,0.0392,Automática,Mora moderada,0,0,4,0.6666666666666666,2,47,F,5,Bachiller,Conductor/Repartidor,2550000.0,526.0,Campaña digital,False,1,Android,0,0,16,755,7,0,3,0,2,2,1,0.875,0.0625,138.75,0.0
CR001141,CL01043,2025-01-24,Crédito consumo digital,2850000,6,0.0204,510000,Aliado,795,0.2,Automática,Mora severa,0,1,64,0.6666666666666666,2,47,F,5,Bachiller,Conductor/Repartidor,2550000.0,526.0,Campaña digital,False,1,Android,0,0,16,755,7,0,3,0,2,2,1,0.875,0.0625,138.75,0.0
CR001142,CL01043,2025-12-04,Avance de nómina,450000,9,0.0211,55000,Aliado,786,0.0216,Automática,Activo,0,0,6,0.6,1,47,F,5,Bachiller,Conductor/Repartidor,2550000.0,526.0,Campaña digital,False,1,Android,0,0,16,755,7,0,3,0,2,2,1,0.875,0.0625,138.75,0.0
CR001143,CL01044,2024-08-12,Crédito libre inversión,5200000,9,0.0275,660000,App,804,0.2568,Automática,Mora severa,0,1,92,0.6666666666666666,2,36,M,2,Bachiller,Empleado,2950000.0,537.0,Aliado comercial,False,1,iOS,0,0,9,579,1,2,1,1,4,0,0,0.7777777777777778,0.1111111111111111,171.66666666666666,0.5
CR001144,CL01045,2025-08-05,Crédito libre inversión,3250000,3,0.032,1153000,App,803,0.4486,Manual,Finalizado,0,0,19,0.3333333333333333,2,34,F,4,Universitario,Independiente,2370000.0,627.0,App orgánico,True,0,Android,0,0,12,862,2,1,1,1,4,0,2,0.5,0.25,136.66666666666666,1.0
CR001145,CL01046,2025-04-16,Crédito libre inversión,13050000,6,0.0292,2403000,Call center,900,0.4401,Manual,Finalizado,0,0,24,0.8333333333333334,1,45,M,5,Sin información,Independiente,5460000.0,777.0,Campaña digital,False,0,iOS,0,0,9,923,4,1,2,0,1,0,0,0.7777777777777778,0.2222222222222222,264.22222222222223,2.0
CR001146,CL01047,2025-02-10,Avance de nómina,1450000,6,0.0282,266000,App,805,0.1035,Automática,Finalizado,0,0,0,1.0,0,43,M,3,Técnico/Tecnólogo,Comerciante,2640000.0,612.0,Campaña digital,False,3,iOS,0,0,6,622,1,0,2,0,2,1,0,0.8333333333333334,0.16666666666666666,154.66666666666666,0.0
CR001147,CL01048,2025-05-11,Avance de nómina,900000,18,0.0252,63000,App,767,0.0364,Automática,Mora severa,0,0,0,1.0,0,20,F,2,Bachiller,Independiente,1730000.0,488.0,App orgánico,False,0,Android,0,0,12,148,4,1,3,0,4,0,0,0.9166666666666666,0.08333333333333333,126.08333333333333,3.0
CR001148,CL01051,2023-07-31,Microcrédito,1350000,24,0.0393,88000,Aliado,730,0.0807,Automática,Mora severa,0,0,30,0.6666666666666666,2,30,M,2,Bachiller,Independiente,1090000.0,448.0,Campaña digital,True,0,Android,0,0,11,961,4,1,1,1,2,0,2,0.5454545454545454,0.18181818181818182,187.45454545454547,1.0
CR001149,CL01053,2025-11-04,Crédito consumo digital,800000,12,0.026,78000,App,789,0.0375,Automática,Mora moderada,0,1,34,0.6666666666666666,1,41,M,3,Técnico/Tecnólogo,Empleado,2080000.0,558.0,App orgánico,False,1,Android,0,0,8,210,0,2,3,0,1,0,2,0.5,0.25,213.125,1.5
CR001150,CL01054,2025-10-04,Crédito libre inversión,2450000,9,0.0286,313000,App,891,0.119,Automática,Activo,0,0,1,0.8333333333333334,1,39,F,3,Sin información,Pensionado,2630000.0,622.0,Campaña digital,False,3,Web,0,0,10,166,4,2,0,1,3,0,0,0.7,0.2,189.1,0.0
CR001151,CL01055,2026-02-13,Microcrédito,2250000,6,0.0276,412000,Web,769,0.1839,Automática,Activo,0,0,6,0.3333333333333333,1,30,M,2,Universitario,Comerciante,2240000.0,486.0,App orgánico,False,2,Android,0,0,8,610,2,1,1,0,0,0,3,0.625,0.0,108.25,1.0
CR001152,CL01056,2023-09-29,Microcrédito,1450000,6,0.0399,277000,Aliado,715,0.1937,Automática,Mora severa,0,1,110,0.5,3,29,F,4,Técnico/Tecnólogo,Independiente,1430000.0,574.0,App orgánico,False,3,Android,0,0,12,792,2,2,1,0,2,1,3,0.6666666666666666,0.08333333333333333,147.33333333333334,0.5
CR001153,CL01058,2023-12-20,Crédito consumo digital,250000,9,0.0261,32000,Call center,777,0.0492,Automática,Mora moderada,0,1,52,0.5,3,48,M,3,Bachiller,Desempleado,650000.0,488.0,Campaña digital,False,1,Android,0,0,7,961,3,1,1,0,2,0,0,0.7142857142857143,0.2857142857142857,112.14285714285714,1.0
CR001154,CL01059,2024-12-05,Crédito consumo digital,1550000,9,0.0214,191000,Web,900,0.0408,Automática,Finalizado,0,0,0,1.0,0,41,M,3,Sin información,Empleado,4680000.0,667.0,Call center,False,1,Android,0,0,8,569,4,0,1,0,2,1,0,0.75,0.25,144.75,0.0
CR001155,CL01061,2025-10-01,Crédito consumo digital,850000,9,0.037,113000,App,845,0.0897,Automática,Activo,0,0,0,1.0,0,44,F,2,Bachiller,Independiente,1260000.0,570.0,Referido,True,4,Android,0,0,13,355,0,1,2,1,3,3,0,0.7692307692307693,0.15384615384615385,135.6153846153846,2.0
CR001156,CL01062,2025-07-07,Crédito consumo digital,1350000,18,0.0254,94000,App,867,0.0503,Automática,Mora moderada,0,1,36,0.8333333333333334,1,19,M,2,Técnico/Tecnólogo,Empleado,1870000.0,543.0,App orgánico,True,2,Android,0,0,7,273,0,2,1,0,3,0,0,0.7142857142857143,0.2857142857142857,170.42857142857142,0.5
CR001157,CL01063,2024-07-05,Crédito consumo digital,1350000,12,0.0309,136000,App,852,0.0422,Automática,Finalizado,0,0,0,1.0,0,47,M,4,Bachiller,Independiente,3220000.0,630.0,Aliado comercial,False,1,Web,0,0,11,397,3,2,1,0,3,0,1,0.2727272727272727,0.6363636363636364,126.27272727272727,0.5
CR001158,CL01064,2024-04-29,Crédito consumo digital,950000,6,0.0235,172000,App,830,0.0623,Automática,Finalizado,0,0,0,1.0,0,19,F,2,Universitario,Empleado,2760000.0,711.0,Referido,False,0,iOS,0,0,10,586,4,1,0,1,2,0,2,0.6,0.1,217.7,0.0
CR001159,CL01065,2024-10-10,Crédito consumo digital,1750000,18,0.0382,136000,App,869,0.0971,Automática,Mora moderada,0,0,0,1.0,0,32,F,3,Universitario,Conductor/Repartidor,1400000.0,596.0,Referido,False,2,Android,0,0,7,585,3,0,1,0,2,0,1,0.8571428571428571,0.0,161.14285714285714,0.0
CR001160,CL01066,2025-10-03,Avance de nómina,450000,12,0.0268,44000,App,859,0.0155,Automática,Activo,0,0,0,1.0,0,25,M,4,Bachiller,Pensionado,2840000.0,576.0,Aliado comercial,True,0,Android,0,0,8,322,3,0,0,0,3,0,2,0.625,0.125,228.875,0.0
CR001161,CL01067,2024-04-26,Microcrédito,2550000,6,0.0449,494000,Call center,793,0.2245,Automática,Finalizado,0,0,25,0.6666666666666666,2,23,F,3,Universitario,Empleado,2200000.0,575.0,Campaña digital,False,1,Android,0,0,10,819,4,1,2,0,1,1,0,0.8,0.2,203.8,2.0
CR001162,CL01070,2026-02-15,Crédito libre inversión,12450000,12,0.0233,1202000,App,900,0.3284,Automática,Activo,0,0,0,0.6666666666666666,0,39,F,3,Universitario,Microempresario,3660000.0,720.0,Aliado comercial,False,1,Android,0,0,19,723,6,2,1,1,3,2,3,0.7368421052631579,0.05263157894736842,188.0,0.5
CR001163,CL01070,2025-02-08,Crédito consumo digital,1900000,6,0.0254,345000,App,900,0.0943,Automática,Finalizado,0,0,0,1.0,0,39,F,3,Universitario,Microempresario,3660000.0,720.0,Aliado comercial,False,1,Android,0,0,19,723,6,2,1,1,3,2,3,0.7368421052631579,0.05263157894736842,188.0,0.5
CR001165,CL01071,2026-02-01,Avance de nómina,500000,12,0.0212,48000,Aliado,900,0.0164,Automática,Activo,0,0,0,1.0,0,36,F,6,Técnico/Tecnólogo,Independiente,2920000.0,696.0,Campaña digital,False,1,iOS,0,0,7,339,4,0,0,0,2,0,1,0.7142857142857143,0.14285714285714285,122.85714285714286,0.0
CR001166,CL01072,2025-11-22,Crédito libre inversión,9700000,18,0.0335,726000,Aliado,873,0.1729,Automática,Activo,0,0,27,0.6,2,41,M,5,Técnico/Tecnólogo,Empleado,4200000.0,626.0,Aliado comercial,False,1,Android,0,0,8,820,3,0,0,0,4,1,0,1.0,0.0,129.125,0.0
CR001167,CL01073,2026-01-04,Crédito libre inversión,2200000,9,0.0301,283000,App,841,0.2081,Automática,Activo,0,0,0,1.0,0,37,M,3,Técnico/Tecnólogo,Comerciante,1360000.0,601.0,Referido,False,1,Android,0,0,15,404,4,3,5,0,1,0,2,0.8,0.06666666666666667,185.6,1.6666666666666667
CR001168,CL01075,2024-11-05,Crédito consumo digital,3700000,3,0.0224,1289000,App,900,0.1876,Automática,Finalizado,0,0,0,1.0,0,46,M,4,Técnico/Tecnólogo,Empleado,6870000.0,799.0,Campaña digital,False,1,Android,0,0,10,874,1,0,4,0,5,0,0,1.0,0.0,130.7,0.0
CR001169,CL01078,2025-01-09,Crédito consumo digital,3150000,6,0.0251,572000,Web,893,0.1238,Automática,Finalizado,0,0,0,1.0,0,32,M,3,Universitario,Empleado,4620000.0,613.0,Campaña digital,False,2,Android,0,0,13,490,2,0,2,1,3,1,3,0.6923076923076923,0.0,142.69230769230768,0.0
CR001170,CL01080,2025-05-14,Microcrédito,1850000,9,0.0349,243000,App,876,0.0745,Automática,Mora severa,0,1,115,0.6666666666666666,2,45,F,2,Técnico/Tecnólogo,Independiente,3260000.0,637.0,App orgánico,True,1,iOS,0,0,8,178,2,1,1,0,3,1,0,0.75,0.25,130.375,1.0
CR001171,CL01082,2025-04-22,Crédito libre inversión,2050000,12,0.0276,203000,Web,831,0.0668,Automática,Mora severa,0,0,29,0.8333333333333334,1,33,M,2,Técnico/Tecnólogo,Comerciante,3040000.0,507.0,Campaña digital,False,2,Android,0,0,11,731,3,2,4,0,1,0,1,0.9090909090909091,0.0,132.72727272727272,2.0
CR001172,CL01083,2024-11-07,Avance de nómina,350000,9,0.0239,44000,Web,779,0.0333,Automática,Mora severa,0,0,14,0.6666666666666666,2,33,F,2,Técnico/Tecnólogo,Empleado,1320000.0,494.0,Aliado comercial,True,2,Android,0,0,12,664,4,1,1,2,1,1,2,0.6666666666666666,0.0,140.5,1.0
CR001173,CL01083,2024-08-28,Crédito libre inversión,1700000,24,0.0178,88000,App,849,0.0667,Automática,Mora moderada,0,0,13,0.8333333333333334,1,33,F,2,Técnico/Tecnólogo,Empleado,1320000.0,494.0,Aliado comercial,True,2,Android,0,0,12,664,4,1,1,2,1,1,2,0.6666666666666666,0.0,140.5,1.0
CR001175,CL01084,2025-10-10,Crédito consumo digital,450000,9,0.0276,57000,Web,829,0.0306,Automática,Activo,0,0,0,1.0,0,57,F,2,Sin información,Pensionado,1860000.0,553.0,Aliado comercial,False,0,iOS,0,0,16,711,4,2,1,0,5,0,4,0.625,0.125,177.5625,0.5
CR001176,CL01086,2023-10-05,Crédito consumo digital,800000,6,0.0343,150000,Call center,816,0.1027,Automática,Finalizado,0,0,7,0.8333333333333334,1,40,M,1,Universitario,Conductor/Repartidor,1460000.0,365.0,Aliado comercial,False,4,Android,0,0,13,985,6,1,3,0,1,1,1,0.7692307692307693,0.15384615384615385,136.53846153846155,3.0
CR001177,CL01087,2023-07-02,Microcrédito,3600000,24,0.041,238000,App,883,0.0645,Automática,Finalizado,0,0,0,1.0,0,46,M,5,Bachiller,Comerciante,3690000.0,703.0,Campaña digital,False,1,Android,0,0,17,1090,4,2,3,1,4,0,1,0.5294117647058824,0.35294117647058826,125.58823529411765,1.5
CR001178,CL01087,2023-05-15,Microcrédito,1500000,9,0.0382,200000,App,868,0.0542,Automática,Finalizado,0,0,0,1.0,0,46,M,5,Bachiller,Comerciante,3690000.0,703.0,Campaña digital,False,1,Android,0,0,17,1090,4,2,3,1,4,0,1,0.5294117647058824,0.35294117647058826,125.58823529411765,1.5
CR001179,CL01089,2024-06-07,Crédito consumo digital,850000,9,0.0383,113000,Call center,695,0.0876,Automática,Mora moderada,0,0,4,0.8333333333333334,1,33,M,1,Posgrado,Estudiante,1290000.0,504.0,App orgánico,True,0,Android,0,0,12,629,1,3,2,0,3,2,0,0.9166666666666666,0.08333333333333333,168.41666666666666,0.6666666666666666
CR001180,CL01089,2025-12-11,Crédito consumo digital,600000,9,0.036,79000,App,785,0.0612,Automática,Activo,0,0,0,0.8,0,33,M,1,Posgrado,Estudiante,1290000.0,504.0,App orgánico,True,0,Android,0,0,12,629,1,3,2,0,3,2,0,0.9166666666666666,0.08333333333333333,168.41666666666666,0.6666666666666666
CR001181,CL01093,2025-04-19,Crédito consumo digital,2850000,12,0.0358,296000,Call center,885,0.0753,Automática,Finalizado,0,0,0,1.0,0,43,M,4,Universitario,Empleado,3930000.0,589.0,Referido,True,2,Android,0,0,4,169,1,0,0,0,2,1,0,0.75,0.25,171.75,0.0
CR001182,CL01095,2023-08-03,Crédito consumo digital,1250000,12,0.0245,121000,App,829,0.0442,Automática,Finalizado,0,0,0,1.0,0,43,F,3,Técnico/Tecnólogo,Empleado,2740000.0,615.0,Call center,True,0,Android,0,0,16,1128,6,1,2,0,6,0,0,0.875,0.125,116.6875,2.0
CR001183,CL01095,2024-12-03,Microcrédito,6500000,6,0.043,1252000,Aliado,777,0.4569,Manual,Mora severa,0,1,116,0.0,6,43,F,3,Técnico/Tecnólogo,Empleado,2740000.0,615.0,Call center,True,0,Android,0,0,16,1128,6,1,2,0,6,0,0,0.875,0.125,116.6875,2.0
CR001184,CL01096,2025-01-18,Microcrédito,1000000,12,0.0308,101000,Call center,780,0.0687,Automática,Finalizado,0,0,0,1.0,0,35,F,2,Universitario,Comerciante,1470000.0,555.0,Aliado comercial,False,2,Android,0,0,13,854,4,1,1,0,4,1,1,0.6923076923076923,0.23076923076923078,191.53846153846155,1.0
CR001185,CL01096,2025-09-10,Crédito libre inversión,1100000,12,0.0295,110000,Aliado,802,0.0748,Automática,Activo,0,0,0,1.0,0,35,F,2,Universitario,Comerciante,1470000.0,555.0,Aliado comercial,False,2,Android,0,0,13,854,4,1,1,0,4,1,1,0.6923076923076923,0.23076923076923078,191.53846153846155,1.0
CR001186,CL01097,2025-11-24,Crédito libre inversión,1100000,12,0.03,111000,App,765,0.038,Automática,Activo,0,0,0,1.0,0,37,M,3,Bachiller,Comerciante,2920000.0,583.0,Campaña digital,False,0,iOS,0,0,10,441,3,3,0,2,1,0,0,0.6,0.2,93.9,0.0
CR001187,CL01098,2025-12-23,Crédito consumo digital,550000,6,0.0296,101000,App,840,0.0488,Automática,Activo,0,0,0,1.0,0,19,M,3,Técnico/Tecnólogo,Comerciante,2070000.0,561.0,App orgánico,False,2,iOS,0,0,6,70,1,2,1,0,1,1,0,0.8333333333333334,0.16666666666666666,161.66666666666666,0.5
CR001188,CL01099,2025-10-31,Avance de nómina,500000,3,0.0223,174000,App,868,0.1689,Automática,Finalizado,0,0,12,0.6666666666666666,1,45,M,1,Bachiller,Empleado,1030000.0,523.0,App orgánico,False,0,Android,0,0,15,164,5,4,2,0,2,1,1,0.6,0.3333333333333333,144.0,0.5
CR001189,CL01099,2025-07-11,Crédito libre inversión,800000,6,0.0184,142000,Aliado,777,0.1379,Automática,Mora severa,0,1,68,0.5,3,45,M,1,Bachiller,Empleado,1030000.0,523.0,App orgánico,False,0,Android,0,0,15,164,5,4,2,0,2,1,1,0.6,0.3333333333333333,144.0,0.5
